原文,訳文
Staff of the Magi,魔道士のスタッフ
Staff of Thunder and Lightning,雷と稲妻のスタッフ
Staff of the Adder,毒蛇のスタッフ
Staff of Swarming Insects,群なす虫のスタッフ
Staff of Striking,打撃のスタッフ
Staff of Charming,魅了のスタッフ
Staff of Defense,守りのスタッフ
Staff of birdcalls,鳥鳴の杖
Staff of Power,力のスタッフ
Staff of Healing,治癒のスタッフ
Staff of Fire,火のスタッフ
staff of flowers,花の杖
Staff of flowers,盛花の杖
Staff of Frost,寒気のスタッフ
studded leather,スタデッド・レザー
Stamaraster,スタマラスター
Stayanoga,スタヤノガ
Stayankina,スタヤンキナ
Starag,スタラーグ
Stalagma Steelshadow,スタラグマ・スチールシャドウ
Starilaskur,スタリラスクール
sack,ずだ袋
Steam Mephit,スチーム・メフィット
Steamfall Pass,スチームフォール通り
Steel Wind Strike,鉄風行
Steel Defender,スチール・ディフェンダー（鋼の護衛）
Improved Defender,スチール・ディフェンダー強化
Steel Dragon,スチール・ドラゴン
Steel Predator,スチール・プレデター
Steelfist,スチールフィスト（鋼鉄の拳）
steelpence,スチールペンス
Zook,ズック
Steve Winter,スティーヴ・ウィンター
Steven E. Schend,スティーヴン・E・シェンド
Stacee,ステイシー
Sudeiman,スデイマーン
Stinking Cloud,悪臭の雲
Stingblade,スティングブレード
Stegosaurus,ステゴサウルス
Stedd,ステッド
Step 1: Assess the Characters,ステップ1：キャラクターたちを査定する
1. Identify the Party's Goals,ステップ1：パーティの目的を決める
1. Start with a Villain,ステップ1：最初に悪役を決める
Step 1. Root It in Your World,ステップ1：背景を君の世界と結びつける
Step 1. Name,ステップ1：名前
Step 1. Expected Challenge Rating,ステップ1：予定脅威度を決める
Step 10. Attack Bonuses,ステップ10：攻撃ボーナス
Step 11. Damage,ステップ11：ダメージ
Step 12. Save DCs,ステップ12：セーヴ難易度
"Step 13. Special Traits, Actions, and Reactions",ステップ13：特徴、アクション、リアクション
Step 14. Speed,ステップ14：移動速度
Step 15. Saving Throw Bonuses,ステップ15：セーヴ
Step 16. Final Challenge Rating,ステップ16：最終的な脅威度
Step 17. Skill Bonuses,ステップ17：技能ボーナス
Step 18. Condition Immunities,ステップ18：状態完全耐性
Step 19. Senses,ステップ19：感覚
Step 2. Suggest Personal Characteristics,ステップ2：おすすめの人物像を示す
Step 2. Size,ステップ2：サイズ
2. Determine the Villain's Actions,ステップ2：悪役の行動を決める
Step 2. Basic Statistics,ステップ2：基本的なデータ
2. Identify Important NPCs,ステップ2：重要なNPCを決める
Step 2: Choose Encounter Size,ステップ2：遭遇の規模を選択する
Step 20. Languages,ステップ20：言語
Step 3. Adjust Statistics,ステップ3：データの調整
3. Determine the Party's Goals,ステップ3：パーティの目的を決める
Step 3. Type,ステップ3：種別
Step 3. Assign Proficiencies or Languages,ステップ3：習熟や言語を割り当てる
3. Flesh Out the Location Details,ステップ3：場所の細かい設定を決める
Step 3: Determine Numbers and Challenge Ratings,ステップ3：敵の数と脅威度を決定する
Step 4: Select Monsters,ステップ4：モンスターを選ぶ
Step 4. Final Challenge Rating,ステップ4：最終的な脅威度
4. Identify Important NPCs,ステップ4：重要なNPCを決める
Step 4. Include Starting Equipment,ステップ4：初期装備を決める
Step 4. Alignment,ステップ4：属性
4. Find the Ideal Introduction,ステップ4：理想的な導入を考える
5. Anticipate the Villain's Reactions,ステップ5：悪役の対応を前もって考えておく
Step 5. Ability Scores and Modifiers,ステップ5：能力値と能力修正値
Step 5. Settle on a Background Feature,ステップ5：背景の特徴を定める
Step 5: Add Flavor,ステップ5：味つけをする
5. Consider the Ideal Climax,ステップ5：理想的なクライマックスを考える
6. Detail Key Locations,ステップ6：重要な場所の詳細を決める
6. Plan Encounters,ステップ6：遭遇の計画を立てる
Step 6. Expected Challenge Rating,ステップ6：予定脅威度を決める
Step 7. Armor Class,ステップ7：AC
7. Choose an Introduction and a Climax,ステップ7：導入とクライマックスを選ぶ
Step 8. Hit Points,ステップ8：ヒット・ポイント
8. Plan Encounters,ステップ8：遭遇の計画を立てる
"Step 9. Damage Vulnerabilities, Resistances, and Immunities",ステップ9：ダメージに対する脆弱性、抵抗、完全耐性
Stygia,ステュギア
Stygian,ステュクス河の
Legacy of Stygia,ステュギアの血の遺産
Styx devil,ステュクス・デヴィル
River Styx,ステュクス河
Styx Watchtower,ステュクス河の監視塔
Sailing the Styx,ステュクス河の航行
Stygian Dock,ステュクス河の船渠
Styx Sprayer,ステュクス水鉄砲
Sterich,ステリッチ
Stench Kow,ステンチ・カウ
Storvald,ストゥアヴァルド
Stor,ストー
Stor,ストー
Stonar,ストーナー
Stornanter,ストーナンター
Stonyeyes,ストーニーアイズ（地区）
Storm of Vengeance,天罰の嵐
Storm Giant,ストーム・ジャイアント
Storm Giant Quintessent,ストーム・ジャイアントの精髄者
Storm Silverhand,ストーム・シルヴァーハンド
Storm Sphere,球形嵐
Stormwind,ストームウィンド
Stormwind,ストームウィンド
Stormshore Street,ストームショア通り
Stormsinger,ストームシンガー（嵐の歌い手）
Stormstar's Ride,ストームスターの馬道
Stormhaven Island,ストームヘイヴン島
Stormhome,ストームホーム（島）
Stormhold,ストームホールド
Stormhorn Clanhold,ストームホーン・クランホールド
Stormhorns,ストームホーンズ山脈
Stormreach,ストームリーチ
Stormwreck Bay,ストームレック湾
Stalman Klim,ストールマン・クリム
Stone of Ill Luck,不運の石
Stone of Good Luck（Luckstone）,幸運の石
stone of creation,創造の石
Stone of Golorr,ゴロアの石
Stone of Controlling Earth Elementals,アース・エレメンタル制御の石
Stone Cursed,ストーン・カースト
Stone Cage,ストーン・ケイジ
STONE CAGE MOUNTAINS,ストーン・ケイジ山脈
Stone Golem,ストーン・ゴーレム
Stone Golem Quarries,ストーン・ゴーレムの採石場
Stone Shape,石材形成
Stone Giant,ストーン・ジャイアント
Stone Giant Dreamwalker,ストーン・ジャイアントの夢歩き
Stone Juggernaut,ストーン・ジャガーノート
Stone Trees,ストーン・ツリーズ
Stone Defender,ストーン・ディフェンダー
Stonecloaks,ストーンクローク
Stoneshield,ストーンシールド（石の盾）
Clan Stoneshield,ストーンシールド氏族
Stoneshar,ストーンシャー
Stoneshaft,ストーンシャフト
Stoneshaft Hold,ストーンシャフト砦
Stonejaw Keep,ストーンジョー砦
Stoneshoulder,ストーンショルダー（石の肩）
Stoneskin,石の皮膚
STONESPUR,ストーンスパー
Stonehill Inn,ストーンヒルの宿屋
Stonefeather Spire,ストーンフェザー・スパイア
Stonebridge,ストーンブリッジ（石橋家）
Stoneyard,ストーンヤード
Strahd von Zarovich,ストラード・フォン・ザロヴィッチ
Stripe,ストライプ（縞）
Strakeln,ストラケルン
Street Gangs,ストリート・ギャング
Strix,ストリックス
Stormal Voss,ストルマル・ヴォス
Storn Skulldark,ストルン・スカルダーク（“闇の髑髏”の意）
Straightstick,ストレートスティック
Strength,筋力
Strovin Ironfist,ストロヴィン・アイアンフィスト
Strawbundle,ストローバンドル（わら包み）
Stromkuhldur,ストロムクルダー
strongheart,ストロングハート
Strongheart,ストロングハート（強き心）
Strongheart Halfling,ストロングハート・ハーフリング
Strongbones,ストロングボーンズ（強骨家）
Stronmaus,ストロンモーズ
Moods of Stronmaus,ストロンモーズの機嫌
Snarla,スナーラ
Snarl,スナール
Snurre,スナール
Snurrevin,スナレヴィン
Znir,ズニール
Znir Pact,ズニール・パクト
Sniv,スニヴ
Zunis,ズニス
Snilloc,スニロック
Snilloc's Snowball Swarm,スニロックの雪玉嵐
Thunukalathi,スヌカラシ
The Snakewood,スネークウッド森
Z'neth,ズネス
Z'neth's Larva Farm,ズネスのラルヴァ牧場
Snowdown,スノーダウン島
Snoring Mountain,スノーリング・マウンテン（いびき山）
Snobeedle Orchard and Meadery,スノビードル果樹園・蜂蜜酒醸造所
Spike,スパイク（大きなトゲ）
Spike Growth,トゲ密生
spiked armor,スパイクト・アーマー
spiked gauntlet,スパイクト・ガントレット（トゲ付の籠手）
Spiked Shield,スパイクト・シールド
Spiked Chain,スパイクト・チェイン
Spiked Pit,スパイク落とし穴
Spider,スパイダー
Spider Climb,蜘蛛歩き
spider silk,スパイダー・シルク
Spider Staff,蜘蛛のスタッフ
Spider Parrafin,スパイダー・パラフィン
Spiderwatch Keep,スパイダーウォッチ砦
Spiderhaunt Woods,スパイダーホーント森
Spite Harrowdale,スパイト・ハロウデイル
Spined Devil,スパインド・デヴィル
Spaut,スパウト
Squat Nimbleness,すばやい短足
Sparaunt Tower,スパローントの塔
Spear,スピア
Spear of Backbiting,背反の槍
SPEARTIP,スピアチップ
Speaking Stone,会話石
Speak with Animals,動物との会話
Speak with Dead,死者との会話
Speak with Plants,植物との会話
Speed Factor,スピード・ファクター
Speed Factor Initiative Modifiers,スピード・ファクターのイニシアチブ修正値
Speed Kills,スピード注意
Thubid Duskaxe,スビド・ダスクアックス
spinel,スピネル
Spiritual Weapon,心霊武器
The Spirits of the Past,スピリッツ・オヴ・ザ・パスト
Spirit Guardians,護りの霊
Spirit Troll,スピリット・トロル
Spirit Naga,スピリット・ナーガ
Spirreth Dalambra,スピレス・ダランブラ
Sphere of Annihilation,虚無の球体
Sphinx,スフィンクス
Sphinx Statues,スフィンクスの像
Spring Harbor,スプリング・ハーバー
Springwarden,スプリングウォーデン
Springbank,スプリングバンク（家）
splint,スプリント
Spare the Dying,救命措置
space,スペース
Specularum,スペキュラルム
Specter,スペクター
The Specterwalk,スペクターウォーク通り
Summon Specters,スペクター召喚
Create Specter,スペクター創造
Spectator,スペクテイター
Everything's Awful,すべてが悲惨
all,すべての言語
Master of All Thieves,すべての盗賊の主
the Mother of All Magic,すべての魔法の母
all spoken languages,すべての話し言葉
All-seeing,すべてを見通すもの
The All-Seeing,すべてを見通すもの
Zuberi,ズベリ
The Slide,すべり坂
Spell Siphon,スペル・サイフォン
Spell Sink,スペル・シンク
Spellguard Shield,呪文防御の盾
Spellshard,呪文書用ドラゴンシャード
spelljammer,スペルジャマー船
Spellfire,スペルファイアー
Speleosa,スペレオサ
Speleosa,スペレオサ
Spore Servant,スポア・サーヴァント
SPORTS AND GAMES,スポーツとゲーム
Spawn of Kyuss,スポーン・オヴ・カイウス
Smiler's Defilers,スマイル冒涜団
Smith,スミス
Smith,スミス（鍛冶）
Smoothhands,スムーズハンズ（滑手￥￥ルビ：ぬめて￥家）
Sumnes,スムネス
Thumrok,スムロック
Smelt,スメルト
Smoakcant,スモアクカント
Smoky Towers,スモーキー・タワーズ
Smoke Mephit,スモーク・メフィット
Smokepowder,煙火薬
Smoldering Armor,くすぶりの鎧
Slarkrethel,スラークレセル
Thradal,スラーダル
Slaad,スラード
Slaad Tadpole,スラードの幼生
Thuranne Velderan's Investigaive Services,スラーネ・ヴェルデラン情報サービス
Slimy Organs,スライム状の臓器
Thrakelorn,スラケローン
Slagovich,スラゴヴィッチ
Sulatar,スラタール
Thrakkus,スラッカス
THRUG,スラッグ
Slagg,スラッグ（かなくそ）
Slash,スラッシュ（斬る）
Zlatara,ズラテイラ
Thrahak,スラハック
Slarkas,スラルカス
Pickpocket,スリ
Thuliaga,スリアガ
THREE SISTERS,スリー・シスターズ
The Three Towers,スリー・タワーズ
Three Barrel Cove,スリー・バレル・コーヴ
Sleet Storm,みぞれ混じりの嵐
Three-Dragon Ante set,スリードラゴン・アンティ一揃い
Sleeping Creek,スリーピング・クリーク（眠れる小川）
Sleep,睡眠
Thri-kreen,スリクリーン
Imprinting Loop,すりこみ回路
Slithering Tracker,スリザリング・トラッカー
Slippers of Spider Climbing,蜘蛛歩きのスリッパ
Slipgate Street,スリップゲート大通り
Surina,スリナ
Thurimbar,スリムバー
Thurim Bay,スリム湾
Thrym,スリュム
Thrym's Frigid Might,スリュムの冷たい力
Sling,スリング
sling bullet,スリング・ブリット
Halfling Nimbleness,すり抜け移動
Sul Khatesh,スル・カーテシュ
Slitherswamp,ずるずる沼
sultan,スルタン
Surtur,スルトゥル
Surtur's Cleansing Fire,スルトゥルの浄化の火
Thurumbra,スルンブラ（氏族）
Slayer's Prey,スレイヤーの獲物
Slayer's Counter,スレイヤーの反撃
Zraela,ズレイラ
Thrane,スレイン
Thrane,スレインの（民）
Thrane River,スレイン川
Zress Orlezziir,ズレス・オルレッジール
Z'reska,ズレスカ
Slow,減速
Srorthen,スローセン
ramp,スロープ
Xlorp,ズロープ
Throne Wardens,スローン・ウォーデンズ
Throne of Bones,骨の玉座
Throne Gate Ruins,スローン・ゲート遺跡
Throneport,スローンポート
Thronehold,スローンホールド
Thronehold Accords,スローンホールド和約
THRONEHOLD (11 ARYTH),スローンホールド講和記念日（アリス月11日）
Treaty of Thronehold,スローンホールド条約
silver throne,スローン銀貨
Slogar's,スロガーズ
Thlohtzin,スロツィン
Swashbuckler,スワッシュバックラー
Swashbuckler,スワッシュバックラー（活劇剣士）
Swashbucklers and Two-Weapon Fighting,スワッシュバックラーと二刀流
Thwad Underbrew,スワッド・アンダーブルー（“出来損ない酒の”）
swami,スワミ
Swan Boat,スワン・ボート（白鳥型の船）
xunderbrok,ズンデルブロク
Sundbarr,スンドバル
Sunmerva,スンメルヴァ
Thervan,セアヴァン
Thavius Kreeg,セイヴィアス・クリーグ
Thavius's Betrayal,セイヴィアスの裏切り
Sacred Flame,聖なる炎
Thagor,ゼイゴア
Saeth Cromley,セイス・クロムリー
Tall Trees,せいたか木立
Saidan Boromar,セイダン・ボロマール
Ceidil,セイディル
